final_balances
-500.0
-500.0
-500.0
-500.0
-462.0
-500.0
-500.0
-500.0
-481.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-462.0
-500.0
-481.0
-481.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-481.0
-481.0
-500.0
-462.0
-500.0
-500.0
-500.0
-481.0
-500.0
-481.0
-481.0
-500.0
-500.0
-462.0
-500.0
-500.0
-500.0
-481.0
-481.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-481.0
-500.0
-481.0
-481.0
-462.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-462.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-481.0
-462.0
-500.0
-500.0
-481.0
-481.0
-481.0
-481.0
-500.0
-500.0
-481.0
-462.0
-481.0
-500.0
-481.0
-481.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-443.0
-481.0
-500.0
-500.0
-481.0
-500.0
-462.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-462.0
-500.0
-500.0
-500.0
-500.0
-481.0
-481.0
-481.0
-500.0
-481.0
-500.0
-500.0
-481.0
-500.0
-481.0
-500.0
-500.0
-481.0
-481.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-443.0
-500.0
-500.0
-500.0
-462.0
-500.0
-481.0
-500.0
-481.0
-500.0
-481.0
-500.0
-500.0
-500.0
-462.0
-500.0
-481.0
-500.0
-500.0
-481.0
-500.0
-481.0
-481.0
-481.0
-500.0
-500.0
-481.0
-500.0
-481.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-481.0
-481.0
-481.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-462.0
-481.0
-481.0
-500.0
-481.0
-481.0
-500.0
-500.0
-481.0
-481.0
-481.0
-500.0
-500.0
-462.0
-481.0
-500.0
-500.0
-500.0
-481.0
-462.0
-500.0
-500.0
-462.0
-481.0
-481.0
-500.0
-481.0
-481.0
-481.0
-500.0
-500.0
-500.0
-462.0
-481.0
-500.0
-500.0
-462.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-481.0
-462.0
-481.0
-481.0
-500.0
-500.0
-481.0
-500.0
-500.0
-481.0
-481.0
-462.0
-500.0
-424.0
-500.0
-500.0
-481.0
-481.0
-500.0
-500.0
-500.0
-443.0
-500.0
-500.0
-500.0
-500.0
-481.0
-462.0
-500.0
-481.0
-500.0
-500.0
-481.0
-500.0
-481.0
-481.0
-500.0
-500.0
-481.0
-481.0
-500.0
-481.0
-500.0
-481.0
-462.0
-481.0
-500.0
-500.0
-481.0
-481.0
-500.0
-443.0
-443.0
-481.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-481.0
-500.0
-500.0
-481.0
-443.0
-443.0
-481.0
-481.0
-500.0
-500.0
-481.0
-500.0
-481.0
-481.0
-500.0
-500.0
-481.0
-481.0
-500.0
-481.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-481.0
-481.0
-481.0
-500.0
-481.0
-500.0
-500.0
-481.0
-481.0
-500.0
-481.0
-462.0
-500.0
-481.0
-481.0
-500.0
-500.0
-462.0
-500.0
-500.0
-500.0
-481.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-462.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-481.0
-462.0
-500.0
-500.0
-500.0
-481.0
-481.0
-481.0
-500.0
-481.0
-481.0
-462.0
-500.0
-500.0
-481.0
-500.0
-500.0
-481.0
-500.0
-462.0
-500.0
-500.0
-500.0
-481.0
-500.0
-462.0
-500.0
-481.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-462.0
-500.0
-481.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-481.0
-481.0
-500.0
-500.0
-481.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-481.0
-500.0
-500.0
-481.0
-500.0
-481.0
